company,job_title,company_rating,location,salary_avg_estimate,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
The Scalers,Data Operations Associate,4.2,Bengaluru,,201 to 500 Employees,2014,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.9,4.1,4.1,4,4.2
velan,Data Analyst,4.6,Coimbatore,"₹ 3,94,360",201 to 500 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.3,4.4
Upsquare Technologies,Data Scientist,,India,,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,5,4.4,5,5,5
Mansun Consultancy Private Limited,Data Visualization Associate Intern,,Remote,"₹ 27,500",,,,,,,,,,,
Insticator Inc,Data Analyst,4,Remote,,51 to 200 Employees,2012,Company - Private,Internet & Web Services,Information Technology,$25 to $50 million (USD),4.2,4,4.2,4,4.3
Pricelabs,Data Scientist (Remote),,Pune,"₹ 6,48,701",51 to 200 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.7,4.6,5,5,4.9
Next Education,Data Analyst,3.7,Hyderābād,"₹ 8,30,016",1001 to 5000 Employees,2007,Company - Private,Primary & Secondary Schools,Education,$25 to $50 million (USD),3.6,3.5,3.4,3.3,3.3
Tech27 Systems Ltd.,DATA SCIENTIST,,Calicut,"₹ 4,38,178",51 to 200 Employees,--,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,2.2,3.5,2.8,3.8
Tata Consultancy Services,Salesforce Data Cloud (CDP),3.8,Bengaluru,,10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
"Ventra Health, Inc.",Data Analyst,3.3,India,,1001 to 5000 Employees,--,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.2,3,3.2,3,3.5
smartData Enterprises,Python Data Engineer freelancer,,Remote,"₹ 90,000",,,,,,,,,,,
Aspire SoftServ,AI/ML Developer - Data Scientist,,India,,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
"Swastiks Masalas, Pickles And Food Products Private Limited",Data Analyst,,Bengaluru,"₹ 5,50,000",,,,,,,,,,,
IDFC FIRST Bank,Data Scientist-Cx Analytics,4.1,Mumbai,"₹ 9,17,918",10000+ Employees,2018,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable,4.1,4.1,3.9,3.9,3.7
CLOUDSUFI,Data Engineer,,Noida,"₹ 25,00,000",,,,,,,,,,,
Affine,Data Scientist,4.8,Bengaluru,"₹ 4,59,752",1 to 50 Employees,2016,Private Practice / Firm,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.6,3.9,4.8,4.4,4.3
JPMorgan Chase & Co,Quant Analytics -Data & Strategy Associate,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Opkey,Data Research Analyst- EST Shift,,Noida,"₹ 4,00,000",,,,,,,,,,,
WPP,Data Analyst,3.6,Mumbai,"₹ 3,81,995",10000+ Employees,1985,Company - Public,Advertising & Public Relations,Media & Communication,$10+ billion (USD),3.3,3.3,3.5,3.1,3.3
Tsaaro,Data Protection Consultant,,Remote,,51 to 200 Employees,2021,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,3.3,3,3,3,3
Tecvesten Consulting,Junior Data Scientist,,Chennai,,,,,,,,,,,,
Rojgar Group,Data Analytics,3.6,Remote,"₹ 6,50,000",1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,2,3.6,2.3,2
JPMorgan Chase & Co,Data Visualization Associate Senior,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Cognizant Technology Solutions,Process Executive - Data,3.8,Chennai,,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.6,3.4,3.7,3.3,3.6
Cargill,Analytics Data Process Analyst,4.1,Gurgaon,"₹ 7,17,577",10000+ Employees,1865,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable,3.8,3.9,4.1,3.6,3.8
United Airlines,Data Scientist,3.9,Gurgaon,"₹ 1,10,000",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),3.9,3.8,3.6,3.2,3.4
Tata Consultancy Services,BI_Data Engineer,3.8,Chennai,"₹ 4,32,461",10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Tata Elxsi,Data Analytics / Machine Learning Engineers,4.1,Bengaluru,"₹ 3,95,285",10000+ Employees,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.1,3.4,4.2,3.7,4
Medtek.AI,DATA SCIENCE INTERN,,Noida,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3,5,3,2,2
Ideas to Impacts Innovations,"Data Annotator/Data Tagging - India, Ahmednagar",4.4,Maharashtra,,201 to 500 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,3.9,4.3,4.3,4.5
Hernandez & Company,Data Analyst,4.5,India,,51 to 200 Employees,1992,Company - Private,Accounting & Tax,Finance,Unknown / Non-Applicable,4.3,3.8,4.5,4.3,4.4
7N,Data & Analytics,3.9,Remote,,1001 to 5000 Employees,1965,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.4,3.8,4.3,3.8,4.5
NICE Systems,Data Scientist,4.2,Pune,"₹ 8,30,662",5001 to 10000 Employees,1986,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),4.1,4,4.3,4,4.1
Discover Dollar,Data Science Intern,4.8,Bengaluru,,1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.6,4.4,5,4.8,4.6
Infosys,AZURE Data Engineer,3.8,Bengaluru,"₹ 4,43,530",10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.8,3,4,3.5,3.7
Google,"Business Data Scientist, Machine Learning Finance",4.4,Bengaluru,,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.2,4.5,4.3,3.9,4.2
Barclays,Data Scientist,4,Chennai,"₹ 8,41,487",10000+ Employees,1690,Company - Public,Banking & Lending,Finance,$10+ billion (USD),3.8,3.9,4,3.5,3.9
Cognizant Technology Solutions,Process Executive - Data,3.8,Hyderābād,,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.6,3.4,3.7,3.3,3.6
Wibits Web Solutions,Data Entry Analyst,4.4,Nagercoil,"₹ 2,54,558",1 to 50 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.3,3.8,4.6,4.6,5
Oracle,Data Center Technician,3.8,Hyderābād,"₹ 7,65,953",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.6,3.5,3.7,3.5,4
Info Edge,Data Scientist,2.4,Noida,"₹ 4,69,574",51 to 200 Employees,2003,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,2.8,2.7,3.3,2.3,2.4
Eaton,Data Analyst,4.1,Pune,"₹ 5,29,906",10000+ Employees,1911,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.9,4.2,3.6,4
Deloitte,GCP_Data_Engineer,4.1,Bengaluru,"₹ 6,35,423",10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,Unknown / Non-Applicable,4.1,4,4.1,3.8,3.3
William O’Neil India,Data Research Analyst,3.9,Bengaluru,"₹ 3,81,743",201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4,3.8,4,4.1,4.3
Smiths Group,Data Analyst,3.3,Bengaluru,"₹ 10,27,178",10000+ Employees,1851,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD),2.8,3,3.3,2.9,3.3
Snapchat,"Data Scientist, India",3.9,Mumbai,"₹ 4,26,368",5001 to 10000 Employees,2011,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.4,4.3,3.8,3,3.6
Valency International,Data Analyst,3,India,,1001 to 5000 Employees,2007,Company - Private,Wholesale,Retail & Wholesale,$100 to $500 million (USD),2.9,2.8,2.9,2.8,2.7
Insider Biz,Data Scientist,,New Delhi,,,,,,,,,,,,
"McAfee, LLC",Data Analyst with Marketing Analytics,4.1,Remote,,1001 to 5000 Employees,1987,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),3.8,3.9,4.2,3.8,4.1
Galytix,Data Analyst,2.8,Gurgaon,"₹ 5,49,090",51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,2.9,2.8,2.7,2.7,2.6
NetApp,"Data Analyst ( MS Excel, PowerBI, Tableau)",4.2,Bengaluru,"₹ 6,13,392",10000+ Employees,1992,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),4,4.2,4.3,3.8,4.2
Airtel India,Data Scientist,4.1,Gurgaon,₹ 200.00,10000+ Employees,1995,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),4,3.9,3.9,3.7,3.6
AlignTech,Data Analyst,3.9,Hyderābād,"₹ 4,46,411",10000+ Employees,1997,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),3.6,3.9,3.7,3.4,3.5
ICICI Prudential Life Insurance,Data scientist,4.4,Mumbai,"₹ 5,35,110",Unknown,2001,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,4.4,4.3,4.3,4.2,4.1
Brave AI Lab,Data Science Intern,,India,,1 to 50 Employees,2020,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.8,4.5,4.8,4.8,4.2
Cybage,BI- Data Analytics,4,Gāndhīnagar,,5001 to 10000 Employees,--,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.6,4,3.7,3.9
Philips,Data Analyst I,4,Bengaluru,,10000+ Employees,1891,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),3.8,3.7,4,3.5,4
IronList,DATA SCIENTIST,,Ahmedabad,"₹ 4,24,264",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
Techneplus,Data Scientist - Bangalore/Noida/Hybrid,4.4,Bengaluru,"₹ 6,27,247",201 to 500 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.6,4.6,4.4
Schneider Electric,Data Analyst,4.2,Mumbai,"₹ 2,61,549",10000+ Employees,1836,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),4.1,3.8,4.2,3.8,4
Helius Technologies,Data Analyst (Power BI),4.2,India,,501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4,4,4.3,4.1,4.3
scanO,Dental Data Annotator,3.6,India,,5001 to 10000 Employees,1984,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD),3,3.6,3.5,2.9,3.7
bp,Data Quality Analyst,4,Pune,"₹ 5,77,632",10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),3.6,3.9,3.9,3.5,3.8
Imurgence,Junior Data Science Team Member,4,India,,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,3,3,3,4,3
Bharat Light & Power,Data Scientist,4,Bengaluru,"₹ 6,13,600",51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,3.8,4,3.9,3.9
JPMorgan Chase & Co,Reference Data Analyst - Digital Document Services,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Ignitho,Data Scientist Associate,4.3,Chennai,"₹ 8,30,662",51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.1,4.4
SearchUrCollege,Data Scientist,4,Noida,"₹ 8,90,000",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
V-Align Technologies,Data Analyst,,Bengaluru,"₹ 6,48,074",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.4,3.2,3.6,3.4,3.2
Zappian,Data Analyst,,Bhopal,"₹ 6,08,360",Unknown,--,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.3,2.9,3.9,3.3,3.3
Marktine Technology Solutions,DATA SCIENTIST,4.2,Remote,,51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4,3.7,4.1,4.1,4.3
Cognizant Technology Solutions,Process Specialist - Data,3.8,Hyderābād,"₹ 5,88,183",10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.6,3.4,3.7,3.3,3.6
Ignitho,Data Scientist,4.3,Chennai,"₹ 8,30,662",51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.4,4.1,4.3,4.1,4.4
Amagi,Applied Data Scientist,,Bengaluru,"₹ 6,32,456",201 to 500 Employees,2008,Company - Private,Broadcast Media,Media & Communication,Unknown / Non-Applicable,3.3,3.9,3.1,2.7,2.8
KhataBook,Data Engineer - I,3.3,Bengaluru,"₹ 8,42,992",51 to 200 Employees,2018,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.1,3.6,3.2,2.7,3.4
Vishal Infrastructure,Data Entry Operator,,Bengaluru,,,,,,,,,,,,
Aditya Pharmacy,ASSISTANT DATA ANALYST,,Hyderābād,"₹ 5,14,686",501 to 1000 Employees,--,College / University,--,--,Unknown / Non-Applicable,,,,,
TecStub,Data Analyst (Power BI),4.1,Ahmedabad,"₹ 1,61,194",51 to 200 Employees,2014,Company - Private,Software Development,Information Technology,Less than $1 million (USD),4.2,4.1,4.1,4.1,4.1
AtkinsRéalis,Data Scientist,4,Gurgaon,"₹ 8,40,953",10000+ Employees,1911,Company - Public,Construction,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD),3.8,3.7,3.9,3.5,3.9
Microsoft,Data Analyst,4.2,Hyderābād,"₹ 3,94,497",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4,4.1,4.2,3.8,4.1
CoRover,Data Scientist,,Bengaluru,"₹ 5,79,655",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.8,4.6,4.7,4.8,4.6
Airbus,Data Analyst & Developer,4.1,Bengaluru,"₹ 4,86,056",1001 to 5000 Employees,1970,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD),3.9,3.9,4,3.5,4.2
HP,Data Scientist 3,4.1,Bengaluru,"₹ 8,30,662",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.7,4.3,3.8,4.2
BP Energy,Data Quality Analyst,4,Pune,"₹ 5,77,632",10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),3.6,3.9,3.9,3.5,3.8
Prospus,Data Scraper,4.9,Remote,,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.9,4.3,4.4,4.8,4.4
Sandvik,Data Entry Operator,4.2,Udaipur,"₹ 4,15,692",10000+ Employees,1862,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,4,3.5,3.9
"Medpace, Inc.",Data Coordinator - Core Laboratory,3.4,Thāne,"₹ 5,89,237",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$2 to $5 billion (USD),3.3,3,3.2,3,3.2
BNY Mellon,"Associate, Data Management & Quantitative Analysis I",3.6,India,,10000+ Employees,1784,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.4,3.4,3.6,3.2,3.6
Zappian,Data Science Intern,,Bhopal,,Unknown,--,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.3,2.9,3.9,3.3,3.3
Innovaccer,Data Ops Engineer-I,3.4,Noida,"₹ 9,49,971",1001 to 5000 Employees,2014,Company - Private,Healthcare Services & Hospitals,Healthcare,$25 to $50 million (USD),3.6,3.6,3.4,3.2,3.1
Stylumia Intelligence Technology,Data Scraping Engineer (Intern),,Bengaluru,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.8,3.5,3.9,3.7,3.7
Q-Dat IT Solutions,Data Analyst,5,India,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.8,4.5,4.5,5,4.5
Genpro Research,Clinical Data Coordinator,,Thiruvananthapuram,"₹ 4,21,646",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.3,3.6,3.7,3.6,3.7
A-1 Technology,Data Engineer,3.3,Remote,,201 to 500 Employees,2001,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD),3.3,2.7,2.9,2.7,2.7
NovoTree Minds Consulting,Data Engineer,5,Bengaluru,"₹ 5,48,635",1 to 50 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,5,4.9,4.9,4.9,5
DeepTek Medical Imaging,Associate Data Scientist,,Pune,"₹ 5,29,150",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4,3.6,3.9,3.8,3.6
Millennium,Data Download/Extraction Engineer (Commodities),4.7,Bengaluru,"₹ 7,43,371",5001 to 10000 Employees,1989,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable,4.8,4.8,5,5,5
Flipkart,Data Engineer II,3.9,Bengaluru,"₹ 6,87,410",10000+ Employees,2007,Company - Private,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,3.6,3.8,3.5,3.4
Infimetrics,Data Engineer(4+years),,Remote,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3,3,5,4,5
MobileProgramming,Data Engineer,3.6,Remote,,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),3.5,3.2,3.2,3.2,3.4
IronList,Data Analyst,,Ahmedabad,"₹ 5,17,240",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
Merilytics,Analyst - Data Science,,Hyderābād,"₹ 4,57,463",201 to 500 Employees,2012,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.9,2.9,3.6,3.7,2.9
Thrasio,Data Analyst II,3.1,India,,501 to 1000 Employees,2018,Company - Private,Other Retail Shops,Retail & Wholesale,Unknown / Non-Applicable,2.9,3,3.3,2.8,3.7
CoinDCX,Data Engineer,4.1,Bengaluru,"₹ 3,85,400",201 to 500 Employees,2018,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable,4,4.1,4.1,3.8,4
BNY Mellon,"Intermediate Representative, Data Management & Quantitative Analysis",3.6,India,,10000+ Employees,1784,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.4,3.4,3.6,3.2,3.6
Tridiagonal Solutions,Data Science Intern,3.4,Pune,,51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.4,2.8,3,2.9,3.2
Iron Mountain,Data Analyst,3.7,Bengaluru,"₹ 6,14,010",10000+ Employees,1951,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),3.3,3.5,3.5,3.3,3.6
TalentSurabhi(TS),Clinical Data Manager,,Remote,,1 to 50 Employees,2020,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,,,,,
AllianceBernstein,Data Analyst,3.8,Pune,,1001 to 5000 Employees,1967,Company - Public,Investment & Asset Management,Finance,$2 to $5 billion (USD),3.5,3.3,3.9,3.4,3.8
Magic Infomedia,Data Analyst,,Delhi,,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
The Stakeholder Company Pte. Ltd.,Customer Solutions Engineer - Data,4,Mumbai,"₹ 3,93,700",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.7,3.4,4.3,4,3.8
Ford Motor Company,Data Engineer-HTHD,4,Chennai,"₹ 7,59,088",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,3.9,3.4,3.9
Visa,Data Scientist,4.1,Bengaluru,"₹ 3,24,000",10000+ Employees,1958,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.8,4,4.1,3.7,4
Globussoft Technologies,Data Science,4.4,India,"₹ 3,60,000",201 to 500 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.5,4,4.1,4.2,4.1
Infosys,Big Data Developer,3.8,Bengaluru,"₹ 4,43,530",10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.8,3,4,3.5,3.7
Empower,Sr Analyst Data Science,3.9,Bengaluru,"₹ 3,94,308",10000+ Employees,1907,Company - Private,Investment & Asset Management,Finance,$2 to $5 billion (USD),3.9,3.6,3.9,3.6,4
Google,"Director, Data and Analytics",4.4,Bengaluru,,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.2,4.5,4.3,3.9,4.2
Zebra Technologies,"Data Scientist, II",4.1,Bengaluru,"₹ 7,20,134",5001 to 10000 Employees,1969,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD),3.8,3.8,4.1,3.8,4
UST,Associate II - Data Analysis,4,Bengaluru,,,,,,,,,,,,
ZS Associates,Advanced Data Science Associate,3.7,Gurgaon,"₹ 6,24,732",10000+ Employees,1983,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.9,4,3.9,3.5,2.4
Myntra.com,Senior Manager - Data Analyst,4,Bengaluru,"₹ 7,42,967",1001 to 5000 Employees,2007,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.7,4,3.5,3.5
Thoucentric,NLP Data Scientist,4.1,Bengaluru,"₹ 8,75,186",201 to 500 Employees,2015,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.8,3.5,4.5,4.1,4
UBS,Reporting & Metrics Data Analyst,3.9,Pune,"₹ 8,06,241",10000+ Employees,1862,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD),3.6,3.5,3.9,3.5,3.8
StockX,Data Engineer,3.6,Bengaluru,"₹ 3,64,505",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.3,3.6,3.6,3.1,3.4
S&P Global,Carbon Markets Data Analyst,4.1,Gurgaon,"₹ 5,78,496",10000+ Employees,1860,Company - Public,Research & Development,Management & Consulting,$10+ billion (USD),3.8,3.8,4.2,3.8,4.2
Kmart,Associate Data Engineer,3.4,India,,10000+ Employees,1899,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$5 to $10 billion (USD),3,2.9,3.2,3,3.3
Innovaccer,Apprentice - Data Engineer,3.4,Noida,"₹ 9,49,526",1001 to 5000 Employees,2014,Company - Private,Healthcare Services & Hospitals,Healthcare,$25 to $50 million (USD),3.6,3.6,3.4,3.2,3.1
PineBridge Investments,Data Scientist /Quantitative Equity Researcher_2,3.8,Mumbai,"₹ 9,87,787",501 to 1000 Employees,2010,Company - Private,Investment & Asset Management,Finance,$100 to $500 million (USD),3.7,3.2,3.8,3.8,4.3
Tata Technologies,ALM Users - Data Mining,3.8,Bengaluru,"₹ 7,89,523",10000+ Employees,1989,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),3.6,3.4,3.8,3.4,3.8
S&P Global,Data Transformation Analyst I,4.1,Gurgaon,"₹ 5,78,496",10000+ Employees,1860,Company - Public,Research & Development,Management & Consulting,$10+ billion (USD),3.8,3.8,4.2,3.8,4.2
TVS Motor,Data Engineer II,3.9,India,,1001 to 5000 Employees,1978,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$100 to $500 million (USD),3.8,3.8,3.8,3.4,3.3
Diverse Infotech,Data Science Analytics,,Gurgaon,"₹ 5,36,656",1 to 50 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4,3.8,3.8,3.9,3.6
Dentsu Aegis Network,Data management Intern,3.6,Bengaluru,,5001 to 10000 Employees,--,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.4,3.2,3.7,3.4,3.5
Phygital Insights,Data Scientist,,Bengaluru,"₹ 5,79,655",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.4,4.6,4.5,4.6,4.5
UST,Associate II - Data Science,4,Bengaluru,"₹ 4,25,000",10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4,3.7,4
Wesco,India-Bangalore: Data Scientist,3.7,Bengaluru,"₹ 6,98,711",10000+ Employees,1922,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),3.5,3.4,3.6,3.3,3.8
Microsoft,Data Engineer II,4.2,Noida,"₹ 8,28,415",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4,4.1,4.2,3.8,4.1
Epsilon,Data Scientist 2,4.2,Bengaluru,"₹ 9,87,421",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,$2 to $5 billion (USD),3.9,3.8,4.2,3.8,4.1
Infineon Technologies,Product Management Internship: Data Analysis,4.2,Bengaluru,,10000+ Employees,1999,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.8,4.1,3.7,4.2
Tata Consultancy Services,GCP Data Engineer,3.8,Hyderābād,"₹ 5,16,307",10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Agilite Global Solutions Company,Data QA/ETL Tester,4.7,India,,51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,4.3,4.3,4.4,4.3
TechnoServe Inc.,Data Analyst Associate - PMA,4.1,Mumbai,"₹ 5,22,673",51 to 200 Employees,--,Company - Private,Grantmaking & Charitable Foundations,Non-profit & NGO,Unknown / Non-Applicable,4.1,3.6,4.3,4.1,4
Legalwiz,Data Analyst,4.2,India,,1 to 50 Employees,2015,Company - Private,Legal,Legal,$10+ billion (USD),4.5,3.9,4.6,4.5,4.6
Magna International Inc.,Data Scientist,3.8,Bengaluru,"₹ 8,10,555",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.7,3.5,3.3,3.2
RDAlabs,Data Analyst,,Remote,,51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,4.4,4.2,4,4.1
Motorola Solutions,IT Business Analyst 2024 Internship,4.1,Bengaluru,,10000+ Employees,1928,Company - Public,Software Development,Information Technology,$5 to $10 billion (USD),3.9,3.8,4.1,3.8,4
Enel,Data Management Analyst - Night Shift,4,Mumbai,"₹ 2,59,037",10000+ Employees,1962,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),3.4,3.7,3.9,3.4,3.8
